,Roseburia intestinalis,Phocaeicola vulgatus,Bacteroides uniformis,[Ruminococcus] gnavus,Escherichia coli,Enterocloster clostridioformis,Parabacteroides distasonis,Flavonifractor plautii,Bifidobacterium pseudocatenulatum,Erysipelatoclostridium ramosum,Veillonella atypica,[Clostridium] innocuum,Hungatella hathewayi,Veillonella dispar,Haemophilus sp. HMSC71H05,Veillonella infantium,Bifidobacterium bifidum,Bifidobacterium longum,Haemophilus parainfluenzae,Veillonella parvula,Gordonibacter pamelaeae,Intestinibacter bartlettii,Clostridium neonatale,Bifidobacterium breve,Veillonella sp. T11011-6,Anaerotruncus colihominis,Streptococcus thermophilus,Bifidobacterium dentium,Enterococcus faecium,Tyzzerella nexilis,Megasphaera micronuciformis,Campylobacter concisus,Phocaeicola dorei,Bacteroides faecis,Bifidobacterium adolescentis,Dorea formicigenerans,Coprococcus comes,Collinsella aerofaciens,Parabacteroides merdae,Faecalitalea cylindroides,Bacteroides ovatus,[Ruminococcus] torques,Lacticaseibacillus rhamnosus,Phascolarctobacterium faecium,Bacteroides salyersiae,Blautia wexlerae,Bacteroides caccae,Alistipes putredinis,[Eubacterium] rectale,Eggerthella lenta,Bacteroides fragilis,Eubacterium limosum,Alistipes finegoldii,Enterocloster bolteae,Veillonella rogosae,Streptococcus mitis,Clostridium bolteae CAG:59,Faecalibacterium prausnitzii,Prevotella bivia,Holdemania filiformis,Aeriscardovia aeriphila,Barnesiella intestinihominis,Roseburia faecis,Anaerostipes hadrus,Fusicatenibacter saccharivorans,Roseburia hominis,Ruminococcus bromii,Roseburia inulinivorans,Ruthenibacterium lactatiformans,Bilophila wadsworthia,Coprobacillus cateniformis,Enterocloster asparagiformis,Butyricimonas synergistica,Parabacteroides goldsteinii,Alistipes shahii,Butyricimonas virosa,Victivallis vadensis,Clostridium paraputrificum,Enterocloster lavalensis,Klebsiella michiganensis,Christensenella minuta,Collinsella intestinalis,Streptococcus parasanguinis,Lachnospira pectinoschiza,Eubacterium sp. CAG:180,Eubacterium sp. CAG:38,Dorea longicatena,Lachnospira eligens,Bacteroides galacturonicus,[Clostridium] symbiosum,Gemmiger formicilis,Coprobacter secundus,Blautia obeum,Lactobacillus rogosae,Adlercreutzia equolifaciens,Streptococcus lutetiensis,Enterococcus gallinarum,Enterococcus casseliflavus,Varibaculum cambriense,Citrobacter freundii,Atlantibacter hermannii,Prevotella copri,Prevotella buccae,Acinetobacter pittii,Roseburia sp. CAG:182,Klebsiella oxytoca,Actinomyces sp. ICM47,Blautia hansenii,Bacteroides xylanisolvens,Bacteroides thetaiotaomicron,Dialister invisus,Bacteroides stercoris,Enterocloster aldenensis,Anaerobutyricum hallii,Enterococcus faecalis,Klebsiella pneumoniae,Klebsiella variicola,Klebsiella quasipneumoniae,Gemella haemolysans,Citrobacter youngae,Streptococcus sp. SK643,Paraclostridium bifermentans,Proteobacteria bacterium CAG:139,Anaeroglobus geminatus,Limosilactobacillus mucosae,Turicimonas muris,Parasutterella excrementihominis,Schaalia turicensis,Actinomyces urogenitalis,Streptococcus salivarius,Ligilactobacillus ruminis,Staphylococcus epidermidis,Staphylococcus hominis,Peptostreptococcus anaerobius,Enorma massiliensis,Fusobacterium nucleatum,Slackia isoflavoniconvertens,Megasphaera elsdenii,Bacteroides faecis CAG:32,Phocaeicola plebeius,Lactobacillus paragasseri,Clostridium perfringens,Haemophilus haemolyticus,Blautia sp. CAG:257,Sellimonas intestinalis,Anaerostipes caccae,Bacteroides cellulosilyticus,Clostridium sp. D5,Clostridioides difficile,Gemella sanguinis,Schaalia odontolytica,Actinomyces naeslundii,[Ruminococcus] lactaris,Akkermansia muciniphila,Alistipes inops,Ruminococcus bicirculans,Odoribacter splanchnicus,Firmicutes bacterium CAG:83,Alistipes indistinctus,Firmicutes bacterium CAG:110,Bifidobacterium animalis,Intestinimonas butyriciproducens,Clostridium sp. CAG:58,Agathobaculum butyriciproducens,Enterocloster citroniae,[Eubacterium] siraeum,Bacteroides finegoldii,Coprococcus catus,Eubacterium ramulus,Ruminococcus callidus,Turicibacter sanguinis,Lawsonibacter asaccharolyticus,Holdemanella biformis,Ruminococcus obeum CAG:39,Eisenbergiella massiliensis,Veillonella tobetsuensis,Blautia producta,Firmicutes bacterium CAG:424,Butyricicoccus pullicaecorum,Firmicutes bacterium CAG:646,[Clostridium] spiroforme,Massilimicrobiota timonensis,Blautia coccoides,Streptococcus sp. A12,Clostridium butyricum,Enterococcus avium,Leuconostoc gelidum,Proteus mirabilis,Actinomyces sp. HPA0247,Haemophilus parahaemolyticus,Lachnoclostridium sp. An118,Eubacterium ventriosum,Roseburia sp. CAG:309,Lactobacillus acidophilus,[Clostridium] leptum,Oscillibacter sp. 57_20,Firmicutes bacterium CAG:145,Lactococcus lactis,Roseburia sp. CAG:471,Pseudoflavonifractor sp. An184,Streptococcus infantis,Eubacterium sp. CAG:274,Lachnospiraceae bacterium oral taxon 096,Streptococcus oralis,Citrobacter braakii,Prevotella corporis,Lactococcus raffinolactis,Citrobacter koseri,Haemophilus sputorum,Citrobacter farmeri,Prevotella disiens,Selenomonas artemidis,Eisenbergiella tayi,Actinomyces sp. HMSC035G02,Actinomyces oris,Selenomonas noxia,[Clostridium] scindens,Bacteroides sp. CAG:443,Bacteroides clarus,Dorea sp. CAG:317,Fusobacterium mortiferum,Streptococcus pasteurianus,Clostridium sp. CAG:167,Murimonas intestini,Hungatella effluvii,Dielma fastidiosa,Streptococcus australis,Anaeromassilibacillus sp. An250,Bifidobacterium catenulatum,Eubacterium sp. CAG:251,Prevotella sp. CAG:891,Desulfovibrio piger,Megamonas funiformis,Megamonas funiformis CAG:377,Firmicutes bacterium CAG:94,Megamonas hypermegale,Desulfovibrionaceae bacterium,Ruminococcaceae bacterium D16,Adlercreutzia caecimuris,Coprococcus eutactus,Eubacterium sp. OM08-24,Clostridium sp. CAG:299,Clostridium sp. CAG:242,Lacrimispora saccharolytica,Leuconostoc mesenteroides,Lachnoclostridium sp. An131,Streptococcus sanguinis,Corynebacterium argentoratense,Aggregatibacter aphrophilus,Lachnoclostridium sp. An138,Alistipes onderdonkii,Coprobacter fastidiosus,Enterococcus malodoratus,Terrisporobacter othiniensis,Bifidobacterium pseudolongum,Lachnoclostridium sp. An76,Allisonella histaminiformans,Clostridiales bacterium 1_7_47FAA,[Clostridium] methylpentosum,Oscillibacter sp. CAG:241,Propionibacterium freudenreichii,Denitrobacterium detoxificans,Streptococcus sp. F0442,Raoultella planticola,Actinomyces graevenitzii,Clostridium disporicum,Phocaeicola massiliensis,Phascolarctobacterium succinatutens,Blautia hydrogenotrophica,Sanguibacteroides justesenii,Atopobium minutum,Parvimonas sp. KA00067,Prevotella buccalis,Campylobacter hominis,Porphyromonas sp. HMSC065F10,Gemella morbillorum,Ezakiella coagulans,Monoglobus pectinilyticus,Streptococcus salivarius CAG:79,Campylobacter gracilis,Bacteroides eggerthii,Hungatella xylanolytica,Haemophilus paraphrohaemolyticus,Fusobacterium sp. CAG:439,Dialister pneumosintes,Haemophilus pittmaniae,Christensenella hongkongensis,Clostridiales bacterium CHKCI006,Lachnoclostridium sp. An181,Streptococcus vestibularis,Roseburia sp. CAG:303,Rothia dentocariosa,Sarcina ventriculi,Pediococcus acidilactici,Ligilactobacillus agilis,Limosilactobacillus fermentum,Anaerotignum lactatifermentans,Streptococcus peroris,Desulfovibrio fairfieldensis,Campylobacter showae,Robinsoniella sp. RHS,Actinomyces sp. oral taxon 181,Fusobacterium periodonticum,Faecalicatena orotica,Anaerotruncus sp. CAG:528,Citrobacter pasteurii,Solobacterium moorei,Campylobacter upsaliensis,Bacteroides nordii,Lactonifactor longoviformis,Acidaminococcus intestini,Tractidigestivibacter scatoligenes,Ligilactobacillus saerimneri,Morganella morganii,Limosilactobacillus oris,Peptostreptococcus stomatis,Proteus vulgaris,Paraprevotella xylaniphila,Leuconostoc pseudomesenteroides,Prevotella colorans,Bifidobacterium angulatum,Enterococcus durans,Paraprevotella clara,Escherichia marmotae,Streptococcus mutans,Firmicutes bacterium CAG:95,Lactobacillus delbrueckii,Prevotella sp. CAG:279,disease
PRJNA231909.3119729,0.02479,6.24724,9.79047,0.07512,0.06377,0.51318,0.23818,0.40957,0,0,0.30813,0,0.00852,0.11324,0,0.04044,6.71452,3.4931,0,0.05613,0.02936,0,0,0,0.00166,0,0.46497,0,0,0,0.99914,0,0.01179,3.96435,7.53584,0,0,0,0.04925,0,1.68331,0,0,0.10221,0,3.03768,0,0,3.7148,0.27851,0.02557,0,0,0.06245,0,0,0,9.14081,0,0,0,0,2.52089,3.59302,0.86236,0.51756,0.45898,4.90787,0.05068,0.00505,0,0,0,0,0,0,0,0,0,0,0,0,0.0415,0,0,0,0,1.57339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01067,0,0,0,0,0.0464,0,0,0,0,0,0,0,0,0,0,0,0,0.04251,0,0,0.18564,0,0,0,0,0,0,0,0,2.06839,0.08906,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86215,0,0,0,0,0,0,0,0,0,0.61007,0.02924,0,0,0.52212,0,0.02343,0,0,0.12374,0,0,0,0,0,0,0,0,0,0,0,0,0.01938,0,0,0,0,0,0,0,0.73728,0,0,0,0,0,0,0,0.77873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.10133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T1D
PRJNA231909.3101140,37.87679,23.08972,14.52003,7.22216,4.03035,2.95578,2.39738,1.02794,0.99644,0.92944,0.68725,0.61009,0.58504,0.55403,0.50421,0.33444,0.28315,0.27979,0.26512,0.19993,0.15175,0.12365,0.08324,0.07954,0.06877,0.05946,0.03083,0.02637,0.0093,0.00659,0.00577,0.00481,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3106384,0,27.01168,37.45268,0.86558,3.32011,2.01035,7.09061,1.92367,0,0.52473,4.05493,0.33427,2.04001,0.0802,0,0.02272,0.21689,6.46099,0,0.6523,0.10047,0,0,0.38046,0,0.05139,0,0,0,0,0.12309,0,0.00529,0,0,0,0,0,0,0,0.00459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02776,0,0,0,0,0,0,0,0,0,0,2.34673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06995,0,0,0,0,0,0,1.37028,0,0,0,0,0,0,0,0,0,0.05061,0,0,0,0,0,0,0,0.27622,0,0,0,0,0.039,0,0,0,0,0,0,0.00771,0,0,0,0,0,0,0,0,0,0.14311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41951,0,0,0,0,0,0,0,0,0,0,0,0.2484,0.04229,0.00312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3113111,0,42.79289,24.94429,1.64317,1.57074,0.40047,3.57346,0.76099,1.43662,0.52358,0,0.05129,0.21307,0,0.01987,0,2.07266,2.19876,0.05285,0,0.01805,0,0,0.89855,0,0.0945,0,0.02713,0,0,0,0.02848,0.0062,0,0,0,0,0,0,0,0,0,0,0,0,4.71536,0,0,0,0.14646,0,0,0.10456,0,0,0,0,4.43961,0,0,0,0,0,1.70248,0,0,1.29749,0,0.04507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00556,0,0,0,0.27107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01218,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03956,0.06371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18074,0,0,0,0,0,0,0,0,0,0,0,0.07551,0.05984,0,0,0.00484,0,0.01999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943,0,0.04788,0,0,0,0,0,0,0,0,0.00454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3113114,0,17.51348,7.6199,2.93137,10.63611,0.47433,1.33103,1.0447,1.88926,0.80209,0.35618,0.02703,0.23689,0.34249,0,0.06156,2.09087,2.53397,0.65089,0.24818,0.06167,0.02786,0,0.3239,0,0.01367,0,0.01757,0,0.01004,0,0,0.03388,0,0,0,0,0,0,0,0.00392,0,0,0,0,5.65438,0,0,0,0.25799,0.00135,0,0.01861,0,0,0,0,8.01426,0,0.16233,0,0,0,3.44518,0,0,0,0,0.17501,0,0.00079,0,0,0,0,0,0,0.01616,0,0,0,0,0.31183,9.87903,0,0.83792,0,0,0,0.48865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91483,0,0,0,0,0,0,0,0,0,0,0,0.01833,0,0.64695,0.37579,0,0,0.04511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50132,0.01591,0.06737,0,6.61088,0,0,0,0.06298,0,0,0,1.7939,0,0.04465,0,0.27003,0,0.14527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12254,0,0,0,0,5.86489,0,0,0,0.76007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3113118,0,28.64529,31.00086,1.36847,4.40101,0.09905,4.17662,0.94386,0.48152,0.4662,0,0.04525,0.10045,0.05717,0,0,0.71114,1.28024,0.0124,0.11364,0.02864,0.10603,0.02076,0.02003,0,0.01869,0,0,0,0,0,0,0.00237,0,0,0,0,0,0,0,0.0021,0,0,0,0,1.57387,0,0,0,0.14849,0.00185,0,0.04354,0,0,0,0,3.50274,0,0.04551,0,0,0,0.82835,0,0,0,0,0.12328,0,0.00091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86347,0,0,0,0,0,0,0,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65757,0.09401,0,0,0.12065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09554,0.52063,0,0.01461,0,15.38845,0,0,0,0,0,0,0,0.60895,0,0,0,0.04796,0,0,0,0,0,0,0,0,0,0,0,0.00181,0,0,0,0,0,0,0,0,0.18267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00554,0,0,0,0,0,0,0,0,0.76577,0,0,0.01212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3113627,0,25.72146,44.52059,0.54597,3.00115,1.06604,4.35185,0.84377,0,0.4977,0.3345,0.11388,0.33546,0,0,0,1.69933,2.87594,0.41928,0.02256,0.0615,0.03076,1.68553,0.05138,0,0.05411,0,0.06023,0,0,0.11027,0,0.00156,0,0,0,0,0,0,0,0.00031,0,0,0,0,3.8731,0,0,0,0,0.00113,0,0.12153,0.00648,0,0,0,5.19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24799,0,0,0.01359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02129,0,0,0,0,0,0,0,0.01976,0,0,0,0.03453,0,0,0,0.12239,0,0,0,0,0,0.00989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04182,0,0,0,0,0,0,0,0,0.00324,0,0,0.00993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3102732,14.02176,17.78402,3.89566,1.23305,0.60305,0,1.41118,0.52431,15.12784,0.36494,0.36785,0.56756,0,0.07281,0,0.07019,0,5.49421,0.07381,0.00602,0.01527,0.02129,0,8.74921,0.00686,0,0,0,0,0.00598,0.19415,0.00537,0,0,0,0,0,0,0,0,8.4288,0,0,0,0,0,0,0,0,0.18515,1.72076,0,0,0,0,0.0385,0,5.43373,0,0,0,0,0,2.03526,2.19966,0,0,0,0,0.09937,0,0,0,0,0,0,0,0.00059,0,0,0,0,0.00305,0,0,4.08551,0,0,0,0,0,0,0.62318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01012,0,2.47334,0.7033,0.46382,0.45643,0.18279,0.16166,0.0786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3113933,1.62987,1.99135,23.63174,0,0.44505,0.07559,4.85559,2.09899,4.38243,0.3639,0,0.11371,0.02936,0,0.00805,0,0,3.43702,0,0,0.14897,0.03406,0,0.02257,0,0.81151,0,0,0,0,0,0,0.00222,0,0.25467,0,0,1.57821,0,0,5.10111,1.02227,0,0,0,0.05929,0,0,0.17664,0.22131,4.83672,0,0,0.16327,0,0,0,1.48078,0,0.09587,0,0,0,0.48174,1.29841,0,0,0.18859,0.40863,0.22,0.27606,0,0,0,0,0,0,0,0,0,0,0.00173,0,0,5.38883,0,0,5.3376,0,0.91566,0.02749,0,0.0507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53779,1.60968,4.41067,10.8557,0.0139,0.01974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59067,0,0,0,0,0,0,0,0.80923,0,0,0.58696,0,0,0,0,0,0,0.36766,0,0.08639,0.35877,0,0,0,0,0,0.13008,0,0,0.19184,0,0,0,0,0,0.03176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01626,0,0,0.0235,0,0,0,0,0,0,0,0.08003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14812,0.02975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3113936,0.26904,2.50965,22.11545,0,0,0,0.84104,0.40695,0.91399,0.0621,0,0.09359,0.02206,0,0,0,4.19971,2.1259,0.00574,0.02946,0.11526,0.0786,0,0.02777,0,0.05414,0,0,0,0.00793,0,0,4.89678,0,7.73945,0.22283,0,0.77065,0,0,3.35619,2.17855,0,0,0,0.24793,3.12243,3.88824,4.80608,0.15584,0.51499,0,0,0.00594,0,0,0,4.42222,0,0.01862,0.00446,2.89232,2.82077,1.7583,1.22865,1.48666,0.00525,0.24064,0.3044,0.11371,0,0,0,0,2.69778,0,0,0,0,0,0,0.00162,0,0,0,0,0,2.42752,0,0.02956,0.21035,0,0.24985,0,0.11423,0,0,0,0,0,0,0,0,0,0.89965,0,0,0,1.04938,0.08139,0.29511,3.17121,0,0.09908,0,0,0,0,0,0,0,0,0.042,0,0,0.00976,1.31019,0,0,0.06439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49054,0,0,0,0,0,0,0,0.10165,0.43296,0,0.60998,0,0,0.18647,0,0,1.70694,0.17949,0,0.02615,1.98635,0,0.03236,0,0,0,0.01081,0,0,0.0676,0,0,0,0,0,0.02601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11849,0,0,0.00509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3114810,0.39095,3.57457,15.58192,0.0788,0.3765,0,1.74895,0.46947,0.23355,0.01332,0,0.0087,0.04969,0,0,0,2.78414,2.10816,0,0,0.09595,0.05604,0,0,0,0.05001,0,0,0,0,0,0,10.86301,0.01607,4.59199,0.15899,0.70765,1.18689,0,0,3.46411,0.51589,0,0,0,0.29154,5.06371,5.15465,1.75094,0.02942,0.08924,0,0,0,0,0,0,7.75202,0,0.00957,0,3.27176,0.03592,0.9723,4.20663,0.00973,0,0.05437,0.43162,0.15683,0,0,0,0,1.99835,0,0,0,0,0,0,0.00175,0,0.18881,0,0.92829,0.22894,1.80519,0,0.04496,0,0,0.34527,0,0.11343,0,0,0,0,0,0,0,0,0,0.64676,0,0,0,0.20717,0.90803,0.78104,5.3788,0,0.07258,0,0,0,0,0,0,0,0,0.03118,0,0,0.01507,1.07748,0,0,0.08099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75964,0.87493,0,0,0,0,0.19898,0,0,0.58866,0.27368,0.00829,0.01975,0.58728,0,0.57769,0.05771,0.07892,0.01006,0.00217,0,0,0.01374,0,0,0,0,0,0.02247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09858,0.1066,0,0.03174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09689,0,0,0,0,0,0,0.01596,0,0,0,0,0,0.10251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03547,0,0,0,0,0,2.14149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
